Id,Price
725,164166.83
15856,223005.95
5480,148756.31
15664,366403.1
14275,138942.11
7633,209816.66
13329,178282.8
5502,220407.78
4220,290892.0
11538,194102.95
15975,248806.03
3310,226357.44
9286,153382.69
11260,187151.34
5214,107906.34
11307,185785.62
13543,401005.47
615,181897.05
3495,213367.4
2321,238301.0
12046,192428.9
16688,145234.66
12694,216485.03
783,145192.17
8968,154908.53
13454,178728.42
12190,264170.72
11160,131838.25
10291,199161.92
891,294114.03
2982,183959.81
3818,256154.58
2449,177292.38
8317,169448.53
4922,184334.66
1257,235379.08
9348,164203.48
4176,196279.39
10704,159800.66
6624,116548.15
5428,159015.56
12749,172159.42
8994,203857.84
11513,137946.08
3047,192661.06
9519,203374.84
12309,206085.89
14081,274256.56
8334,267822.97
6343,186903.28
14788,128226.555
15748,430987.6
153,234965.28
14149,190359.88
269,195817.83
5452,138269.16
721,172864.42
5079,341567.03
2831,114495.29
10614,118160.54
10131,272863.12
9996,285229.06
3061,193691.34
11733,314561.94
3726,248689.98
10929,224041.77
9011,362747.2
16182,261559.22
4976,177437.31
9897,239268.28
1872,131682.58
9205,357372.38
5403,409151.03
14074,202205.36
6268,159339.7
14232,162732.89
8532,228989.6
7034,301742.06
6553,431270.94
3133,175064.81
8596,205037.98
12389,239340.7
14462,176798.62
8860,320811.78
8377,285681.16
6367,307597.72
6917,241243.84
4216,197161.33
5806,172177.03
5438,181540.16
6632,199027.75
2650,147674.84
5396,211110.45
4044,149299.4
1345,229027.53
856,177156.98
12791,270013.4
12499,217535.86
12249,130323.45
14641,144579.02
1919,169698.81
7848,197678.28
10749,181983.3
15554,188158.75
15834,175929.08
1355,160422.75
15451,178395.88
12401,201910.17
10290,175477.83
9462,119648.47
3103,238725.36
3420,124879.586
12262,245306.75
5032,139192.22
8949,291743.75
15567,230125.34
16389,160489.77
7809,87353.08
8990,153343.53
16089,240212.56
12743,104921.63
5132,126879.555
1619,287941.4
2428,82430.03
16741,158445.22
13193,205191.12
12588,543236.75
5067,166432.11
14685,124884.07
2292,180698.03
5746,124856.21
12578,169570.27
14834,165113.03
2147,166616.56
8222,131833.47
10419,263673.56
11492,226278.39
3006,227052.08
8761,191275.45
15371,420062.16
16367,159001.06
6317,261229.95
10878,259426.42
3895,146874.19
8041,242910.11
13428,452772.28
14669,144170.61
1006,174823.7
12271,174079.69
3764,449572.88
7675,196362.22
11709,294718.5
8629,149130.48
1105,303047.62
6096,188072.28
11727,204760.83
5157,207606.75
3679,144355.97
1755,149291.1
7391,191773.81
7425,106689.87
6882,429415.8
10752,344620.16
7472,202362.7
14320,98794.664
9596,165373.19
5317,185021.03
7378,91638.99
16154,188238.19
3464,198250.1
4197,236987.36
9477,114508.18
12705,192952.22
16426,207799.1
1481,68372.0
9946,249500.31
12025,202548.06
5341,214834.05
9923,290183.6
7953,252504.73
11066,265055.62
5037,176814.5
2509,187784.23
4937,328207.2
12089,399738.44
4964,168399.06
16500,250697.48
4625,138499.05
2363,386893.66
8148,184085.38
3804,186048.47
4584,154205.97
10694,120320.79
2691,170199.72
2983,220654.44
13563,370760.4
10747,219183.12
1721,203448.16
2789,249862.17
7214,260124.98
8659,218409.97
5107,274522.9
3843,233776.52
14610,369928.8
15505,159733.11
5060,246386.06
16055,262989.4
14963,208530.03
4118,148186.2
1672,193293.33
3209,186101.38
16515,146639.2
973,174098.86
12529,186669.7
5896,126000.41
5450,291363.28
3249,173468.42
8911,185717.42
5898,221909.06
1024,187040.02
4766,212266.78
15804,183331.14
14303,231512.8
10707,178647.33
6605,210370.25
1138,407320.25
14088,399928.5
9154,181649.1
8190,185752.31
398,279746.06
13302,223514.81
9696,162737.77
16786,121597.57
16230,183763.97
6552,189946.75
923,222280.27
9602,321929.06
5857,280047.03
8120,166214.89
7134,181212.72
11726,171324.1
8069,124785.555
12420,171617.42
8604,168090.36
4854,301770.78
12212,180223.94
12099,361275.72
3882,446736.44
6995,357997.03
10172,218634.98
11672,312037.2
12897,283006.44
16097,197088.77
6779,280314.56
11199,196743.7
10816,373817.66
143,421993.44
5399,264295.66
3286,156355.98
13706,207837.05
1935,398531.53
16000,173989.56
2860,235204.12
11407,159478.28
16378,259256.88
12278,175287.95
3842,160385.77
2692,361921.97
7699,195049.14
6825,322669.66
